JOURNAL NAME;AREA
Journal of Mathematics and Statistics ; mathphysics
British Politics ; social
Harvard Journal of Asiatic Studies ; humanities
ACM Transactions on Sensor Networks ; eecs
Comparative Cytogenetics ; bio
Instrumentation Science & Technology ; engineering
Journal of Intellectual Disability Research ; social
Protein Journal ; biotech
Journal of Urban Technology ; social
Dementia ; health
Economics and Philosophy ; social
Phytochemical Analysis ; chem
Molecular Cell ; medical
Interchange ; humanities
Sociological Practice ; social
Acta Neuropathologica ; brain
Pakistan Journal of Biological Sciences ; bio
Psychoanalytic Inquiry ; health
Plant Varieties and Seeds ; bio
Physical Biology ; diseases
Jona's Healthcare Law, Ethics, and Regulation ; health
Journal of English and Germanic Philology ; humanities
New Technology Work and Employment ; social
Acta Botanica Sinica ; bio
Drug Discovery Today: Disease Models ; health
Textile-the Journal of Cloth & Culture ; social
Journal of Cerebral Blood Flow and Metabolism ; brain
Journal of Agriculture and Rural Development in The Tropics and Subtropics ; engineering
The American Historical Review ; humanities
Natural Resources Forum ; engineering
Cooperation and Conflict ; social
Bulletin of The Geological Society of Denmark ; earth
Journal of Language and Politics ; social
Nursing in Critical Care ; health
Psychiatric Clinics of North America ; brain
Greek Roman and Byzantine Studies ; humanities
Journal of The Chinese Chemical Society ; chem
Developmental Psychology ; social
European Journal of Control ; eecs
Disability and Health Journal ; health
Preslia ; bio
Current Organic Chemistry ; chem
IEEE Transactions on Software Engineering ; eecs
Topics in Stroke Rehabilitation ; brain
Rice ; bio
Journal of Risk Research ; social
Youth Justice ; social
Research on Language and Computation ; humanities
Geographical Analysis ; earth
Quarterly Journal of the Royal Meteorological Society ; earth
Journal of Child Custody ; social
History of Photography ; humanities
Sociological Forum ; social
Seminars in Nuclear Medicine ; medical
Expert Opinion on Emerging Drugs ; medical
Journal of Optical Communications and Networking ; mathphysics
Journal of Hospital Infection ; health
International Journal of Refugee Law ; social
Journal of Magnetics ; mathphysics
Natural Product Research ; chem
Biocontrol ; bio
Journal of Electronics Manufacturing ; eecs
AORN Journal ; health
International Journal of Medicinal Mushrooms ; bio
Heat Transfer Research ; chem
Journal of Business Communication ; social
Greece & Rome ; humanities
Current Medicinal Chemistry - Cardiovascular & Hematological Agents ; medical
Natural Computing ; eecs
Korean Journal of Pathology ; medical
Neural Networks ; eecs
Animal Conservation ; bio
Seminars in Arthritis and Rheumatism ; medical
Indian Journal of Pharmacology ; chem
Journal of Graph Algorithms and Applications ; mathphysics
Topoi-an International Review of Philosophy ; humanities
Journal of Biomedical Discovery and Collaboration ; biotech
Problems in General Surgery ; medical
Oncology ; medical
Europe-Asia Studies ; humanities
Plasma Science & Technology ; mathphysics
IEEE Transactions on Information Theory ; eecs
Requirements Engineering ; eecs
Materials Performance ; engineering
Toxicology Mechanisms and Methods ; medical
Temenos ; social
Mathematica Scandinavica ; mathphysics
Journal of The American Society of Echocardiography ; medical
Laterality ; brain
Journal of Dentistry ; health
International Journal of Nursing Education Scholarship ; health
Asia Pacific Education Review ; social
Quarterly Journal of Experimental Psychology ; brain
Acta of Bioengineering and Biomechanics ; health
Journal of Geometry and Physics ; mathphysics
Clinical Practice & Epidemiology in Mental Health ; brain
Chinese Economy ; social
International Journal of Central Banking ; social
Asclepio-revista De Historia De La Medicina Y De La Ciencia ; humanities
Nutrition & Metabolism ; health
Across Languages and Cultures ; humanities
European Journal of Pharmaceutics and Biopharmaceutics ; chem
International Journal of Osteoarchaeology ; earth
Phosphorus Sulfur and Silicon and The Related Elements ; chem
Pteridines ; health
Focus on Autism and Other Developmental Disabilities ; social
Environmental Biosafety Research ; bio
Dialysis & Transplantation ; medical
Operators and Matrices ; mathphysics
Palaeontologia Electronica ; earth
Agricultural Sciences in China ; bio
Psychiatrie De L Enfant ; health
Journal of Agricultural & Environmental Ethics ; social
IEEE Transactions on Information Technology in Biomedicine ; eecs
Aggressive Behavior ; social
Journal of Germanic Linguistics ; humanities
Comparative and Functional Genomics ; biotech
Foundations and Trends in Technology, Information and Operations Management ; social
Journal of Supply Chain Management ; social
Chemical Industry & Chemical Engineering Quarterly ; bio
Holzforschung ; engineering
Journal of Circadian Rhythms ; brain
European Journal of Gastroenterology & Hepatology ; medical
Journal of Pure and Applied Algebra ; mathphysics
International Journal of Metadata, Semantics and Ontologies ; eecs
Journal of Youth and Adolescence ; social
Iet Systems Biology ; diseases
Australian Journal of Dairy Technology ; biotech
Bioscience, Biotechnology, and Biochemistry ; biotech
Applied Entomology and Zoology ; bio
Veterinary and Human Toxicology ; health
Functional & Integrative Genomics ; bio
Journal of Geographical Systems ; earth
International Journal of Disability Development and Education ; social
Bulletin of The Australian Mathematical Society ; mathphysics
Neuromuscular Disorders ; brain
Welding International ; engineering
Journal of Rapid Methods and Automation in Microbiology ; biotech
Journal of Management in Medicine ; health
Annales Polonici Mathematici ; mathphysics
Spine ; health
South African Journal on Human Rights ; social
Subsurface Sensing Technologies and Applications ; engineering
Human Resource Management Journal ; social
International Anesthesiology Clinics ; medical
International Journal of Critical Infrastructures ; social
Turkish Journal of Pediatrics ; medical
Seminars in Neonatology ; medical
Families, Systems, & Health ; health
International Journal of Crashworthiness ; engineering
Aerospace Science and Technology ; engineering
Russian Journal of Non-ferrous Metals ; mathphysics
American Journal of Sexuality Education ; social
Ethik in Der Medizin ; health
Stata Journal ; social
Asia Pacific Journal of Clinical Nutrition ; medical
Television & New Media ; social
Canadian Journal of Cardiology ; medical
Journal of Clinical Anesthesia ; medical
Measurement and Evaluation in Counseling and Development ; social
Transactions of The Japan Society for Aeronautical and Space Sciences ; engineering
International Journal of Management Reviews ; social
Journal of Substance Abuse ; health
Journal of the American Society for Mass Spectrometry ; chem
Political Analysis ; social
Current Issues in Intestinal Microbiology ; diseases
Histology and Histopathology ; medical
Perfiles Latinoamericanos ; social
Coastal Engineering Journal ; engineering
Gaceta Medica De Mexico ; medical
Theoretical and Computational Chemistry ; engineering
Plant Archives ; chem
Computer Graphics Forum ; eecs
IEEE Transactions on Industrial Electronics ; eecs
Chinese Chemical Letters ; chem
African Studies Quarterly ; social
BMC Clinical Pathology ; medical
Journal of Environmental Systems ; social
Biomolecular Engineering ; biotech
MCN: The American Journal of Maternal/Child Nursing ; health
Journal of Neurosurgical Sciences ; brain
International Journal of Globalisation and Small Business ; social
Journal of Global Marketing ; social
Medical Care Research and Review ; health
Annals of Mathematics ; mathphysics
Scienceasia ; engineering
Pharmacology & Therapeutics ; medical
Geological Journal ; earth
Ambulatory Child Health ; social
Sbornik Mathematics ; mathphysics
Journal of Rural Health ; health
Pediatric Blood & Cancer ; diseases
Genes & Genetic Systems ; bio
Russian Chemical Reviews ; chem
Economic Development Quarterly ; social
American Jewish History ; humanities
Urban Design International ; earth
Anthropology & Medicine ; social
Psychoanalytic Psychology ; health
Expert Systems ; eecs
Computers and The Humanities ; social
Stress Medicine ; health
CESifo Economic Studies ; social
Journal of Vascular and Interventional Radiology ; medical
Arquivos Brasileiros De Oftalmologia ; medical
Education Policy Analysis Archives ; social
Chemistry Letters ; chem
Operative Techniques in Plastic and Reconstructive Surgery ; health
Human Rights Review ; social
Kobunshi Ronbunshu ; chem
Corporate Social Responsibility and Environmental Management ; social
Progress in Transplantation ; medical
Asian Nursing Research ; health
Russian Journal of Pacific Geology ; earth
Contrast Media & Molecular Imaging ; medical
Journal of Sports Science and Medicine ; health
Digestive Diseases and Sciences ; medical
Bundesgesundheitsblatt-gesundheitsforschung-gesundheitsschutz ; medical
Clinical & Developmental Immunology ; diseases
Journal of Field Ornithology ; bio
European Journal of Anaesthesiology ; medical
Virus Genes ; diseases
Journal of Pediatric Surgery ; medical
Journal of Promotion Management ; social
Journal of Intensive Care Medicine ; medical
Seminars in Respiratory Infections ; medical
Pharmacology & Toxicology ; medical
Pain Medicine ; health
Journal of Ethnicity in Criminal Justice ; social
American Art ; humanities
Reproduction ; medical
Lubrication Science ; engineering
Caribbean Journal of Science ; bio
Rehabilitation Psychology ; brain
Journal of African Archaeology ; earth
City & Community ; social
Solid State Nuclear Magnetic Resonance ; brain
Journal of Nanobiotechnology ; chem
Fungal Biology ; bio
Proceedings of the American Philosophical Society ; humanities
Current Drug Targets - Infectious Disorders ; diseases
Fuel Cells Bulletin ; chem
Intercultural Pragmatics ; social
Chemical and Biochemical Engineering Quarterly ; engineering
Communications in Numerical Methods in Engineering ; engineering
Journal of Applied Sciences ; engineering
Journal of Analytical Psychology ; health
